"ticker","price","% Held by Insiders 1","% Held by Institutions 1","200-Day Moving Average 3","50-Day Moving Average 3","52 Week High 3","52 Week Low 3","52-Week Change 3","Avg Vol (10 day) 3","Avg Vol (3 month) 3","Beta (3Y Monthly) ","Book Value Per Share (mrq)","Current Ratio (mrq)","Diluted EPS (ttm)","EBITDA ","Enterprise Value 3","Enterprise Value/EBITDA 6","Enterprise Value/Revenue 3","Float ","Forward P/E 1","Gross Profit (ttm)","Levered Free Cash Flow (ttm)","Market Cap (intraday) 5","Net Income Avi to Common (ttm)","Operating Cash Flow (ttm)","Operating Margin (ttm)","Payout Ratio 4","PEG Ratio (5 yr expected) 1","Price/Book (mrq)","Price/Sales (ttm)","Profit Margin ","Quarterly Revenue Growth (yoy)","Return on Assets (ttm)","Return on Equity (ttm)","Revenue (ttm)","Revenue Per Share (ttm)","S&P500 52-Week Change 3","Shares Outstanding 5","Shares Short (Mar 15, 2019) 4","Shares Short (prior month Feb 15, 2019) 4","Short % of Shares Outstanding (Mar 15, 2019) 4","Short Ratio (Mar 15, 2019) 4","Total Cash (mrq)","Total Cash Per Share (mrq)","Total Debt (mrq)","Total Debt/Equity (mrq)","Trailing P/E "
"HST","19.22","0.0125","1.01","18.70","19.28","22.47","15.94","-0.0195","5070000","7160000","1.28","10.12","6.45","1.47","1.5e+09","1.671e+10","11.16","3.01","733220000","23.16","1.57e+09","1.09e+09","1.438e+10","1.09e+09","1.3e+09","0.1464","0.5442","0.81","1.90","2.59","0.1957","0.008","0.0427","0.1549","5.55e+09","7.51","0.0786","740470000","32350000","32490000","0.0437","3.18","1.54e+09","2.08","3.84e+09","49.87","13.08"
"HUM","253.31","0.002","0.9641","301.18","274.70","355.88","251.69","-0.1007","1360000","1150000","1.11","74.95","1.68","12.16","3.34e+09","2.922e+10","8.76","0.51","135240000","13.17","1.103e+10","-292250000","3.436e+10","1.68e+09","2.17e+09","0.0547","0.1645","1.06","3.38","0.60","0.0296","0.074","0.074","0.1683","5.691e+10","413.95","0.0786","135640000","2100000","2480000","0.0155","1.68","1.237e+10","91.24","6.24e+09","61.41","20.83"
"HII","219.28","0.0233","0.8693","212.50","207.95","267.73","173.80","-0.1591","295800","361280","1.13","36.18","0.95","19.09","1.21e+09","1.008e+10","8.32","1.23","40210000","13.04","1.79e+09","800750000","9.13e+09","8.36e+08","9.14e+08","0.1233","0.1582","1.65","6.06","1.12","0.1023","0.102","0.0988","0.5107","8.18e+09","186.67","0.0786","41660000","1450000","1050000","0.0349","3.15","2.4e+08","5.78","1.28e+09","84.63","11.49"
"INFO","55.08","0.0688","0.9808","52.01","54.15","55.99","44.52","0.1275","1200000","1910000","0.76","20.84","0.63","1.01","1.38e+09","2.747e+10","19.98","6.66","397800000","19.12","2.52e+09","954460000","2.202e+10","410700000","1.27e+09","0.1994","0","1.99","2.64","5.34","0.0996","0.123","0.0331","0.0493","4.12e+09","10.45","0.0786","399750000","4890000","6200000","0.0122","2.64","133200000","0.33","5.6e+09","67.02","54.75"
"ITW","156.4","0.002","0.7974","136.38","146.11","160.21","117.75","-0.013","925200","1390000","1.24","9.92","1.63","7.60","4.06e+09","5.652e+10","13.90","3.83","324880000","18.49","6.16e+09","2.13e+09","5.113e+10","2.56e+09","2.81e+09","0.244","0.4684","4.60","15.77","3.46","0.1735","-0.014","0.1423","0.6532","1.477e+10","44.08","0.0786","326920000","6390000","5580000","0.0195","4.33","1.5e+09","4.58","7.38e+09","226.52","20.58"
"ILMN","338.37","0.0039","0.919","311.73","311.15","372.61","226.62","0.3399","969140","921190","1.44","25.57","2.49","5.56","1.06e+09","4.693e+10","44.19","14.08","146440000","45.00","2.33e+09","451250000","4.972e+10","8.26e+08","1.14e+09","0.2649","0","2.33","13.24","14.92","0.2478","0.116","0.0904","0.2275","3.33e+09","22.67","0.0786","146920000","2570000","2770000","0.0175","2.84","3.51e+09","23.89","2e+09","51.13","60.86"
"IR","114.41","0.0039","0.843","100.73","107.62","114.50","79.63","0.3258","1380000","1450000","1.19","29.03","1.33","5.34","2.32e+09","3.094e+10","13.31","1.97","241460000","16.39","4.82e+09","1.17e+09","2.771e+10","1.36e+09","1.41e+09","0.1269","0.361","1.71","3.94","1.77","0.0854","0.077","0.0689","0.1933","1.567e+10","63.38","0.0786","242170000","2840000","3330000","0.0117","2.08","903400000","3.73","4.09e+09","57.91","21.41"
"INTC","56.42","5e-04","0.688","49.19","54.04","57.60","42.36","0.0649","13920000","22470000","0.49","16.51","1.73","4.48","3.233e+10","2.6843e+11","8.30","3.79","4.5e+09","11.93","4.374e+10","7.77e+09","2.5381e+11","2.105e+10","2.943e+10","0.3281","0.2679","1.57","3.42","3.58","0.2972","0.094","0.1157","0.2932","7.085e+10","15.36","0.0786","4.5e+09","57090000","53610000","0.0127","2.66","1.165e+10","2.59","2.636e+10","35.35","12.59"
"ICE","77.28","0.9323","0","75.91","75.26","82.65","67.70","0.053","2870000","2930000","0.41","30.23","1.01","3.43","3.07e+09","1.568e+10","5.11","3.15","113460000","18.40","4.98e+09","1.81e+09","4.372e+10","1.99e+09","2.53e+09","0.5318","0.2799","2.74","2.56","8.79","0.3997","0.141","0.0193","0.1178","4.97e+09","8.65","0.0786","565720000","4700000","5200000","0.0083","1.48","7.24e+08","6.29","7.44e+09","43.01","22.53"
"IBM","144.35","0.0011","0.575","130.83","140.16","162.00","105.94","-0.0894","2730000","4110000","1.68","18.82","1.29","9.52","1.671e+10","1.6247e+11","9.72","2.04","889090000","10.16","3.694e+10","5.87e+09","1.2845e+11","8.72e+09","1.525e+10","0.1537","0.653","10.77","7.67","1.61","0.1097","-0.035","0.0615","0.5034","7.959e+10","87.27","0.0786","889870000","15870000","13920000","0.0178","4.42","1.201e+10","13.49","4.589e+10","271.07","15.16"
"INCY","79.4","0.0055","0.9402","73.65","84.93","88.83","57.00","0.1519","1330000","1350000","1.32","9.03","4.31","0.51","208640000","1.595e+10","76.44","8.48","178580000","27.86","589800000","209070000","1.701e+10","109490000","336230000","0.0823","0","0.89","8.79","9.04","0.0582","0.19","0.0391","0.0616","1.88e+09","8.86","0.0786","214260000","5050000","4450000","0.0236","4.27","1.44e+09","6.72","36130000","1.88","155.69"
"IP","47.76","0.0032","0.8347","45.33","46.42","59.57","37.55","-0.1245","2070000","2710000","1.41","18.38","1.49","4.85","3.8e+09","2.92e+10","7.69","1.25","393980000","9.35","7.75e+09","1.09e+09","1.918e+10","1.67e+09","3.23e+09","0.1059","0.4789","0.62","2.60","0.82","0.0863","0.042","0.0457","0.2402","2.331e+10","56.97","0.0786","401490000","9930000","10310000","0.0248","3.62","5.89e+08","1.47","1.065e+10","144.30","9.84"
"IPG","21.79","0.0068","1.0507","22.49","22.01","25.77","19.61","-0.0842","3110000","4670000","0.65","6.24","1.01","1.59","1.24e+09","1.221e+10","9.85","1.52","382300000","11.12","1.74e+09","325140000","8.43e+09","618900000","565100000","0.1292","0.5283","2.29","3.49","1.05","0.0771","0.133","0.0458","0.2501","8.03e+09","20.95","0.0786","386950000","26290000","25070000","0.0683","5.27","673400000","1.75","3.73e+09","143.58","13.70"
"IFF","133.51","0.0045","0.8606","135.30","127.60","150.57","121.85","-0.0664","898200","950510","0.30","56.58","2.61","3.79","870950000","1.792e+10","20.58","4.51","86070000","18.94","1.69e+09","-74690000","1.424e+10","333450000","437580000","0.1757","0.7493","2.95","2.36","3.58","0.0848","0.426","0.0499","0.087","3.98e+09","45.43","0.0786","106640000","6980000","4410000","0.0655","6.31","634900000","5.95","4.55e+09","74.33","35.23"
"INTU","260.06","0.0405","0.9005","222.59","255.50","272.14","172.74","0.4808","1600000","1520000","1.04","10.79","1.32","4.76","1.78e+09","6.645e+10","37.35","10.66","249130000","35.00","5e+09","9.46e+08","6.737e+10","1.25e+09","2.14e+09","0.2504","0.3598","2.63","24.10","10.81","0.201","0.122","0.1907","0.6339","6.23e+09","24.16","0.0786","259070000","2710000","2940000","0.0105","1.59","1.33e+09","5.14","4.13e+08","14.77","54.68"
"IVZ","21.32","0.0161","0.8689","19.53","19.64","31.53","15.38","-0.3241","4330000","4460000","1.42","21.60","8.22","2.14","1.49e+09","1.502e+10","10.09","2.83","390110000","8.05","1.8e+09","2.71e+09","8.57e+09","882800000","828800000","0.2533","0.5561","3.12","0.99","1.61","0.1661","-0.087","0.0269","0.0953","5.31e+09","12.89","0.0786","401790000","14310000","12360000","0.0356","3.23","1.83e+09","4.62","7.63e+09","81.81","9.96"
"IPGP","168.92","0.3341","0.6906","139.77","156.01","261.77","104.64","-0.2846","398760","438250","1.80","41.66","7.35","7.38","597530000","7.81e+09","13.07","5.35","35210000","22.49","800820000","195260000","8.97e+09","404030000","393300000","0.3543","0","10.13","4.05","6.15","0.2767","-0.086","0.1308","0.1912","1.46e+09","27.28","0.0786","53110000","3170000","3550000","0.0599","8.03","1.04e+09","19.73","45380000","2.06","22.89"
"IQV","142.52","0.0083","0.9063","128.40","142.16","146.10","91.57","0.4604","1120000","1260000","1.23","33.99","1.10","1.24","1.8e+09","3.862e+10","21.51","3.71","195690000","19.58","3.67e+09","1.06e+09","2.802e+10","2.59e+08","1.25e+09","0.08","0","1.58","4.19","2.69","0.0249","0.066","0.0229","0.0374","1.041e+10","51.11","0.0786","196600000","3260000","2920000","0.0165","2.27","9.38e+08","4.75","1.102e+10","158.48","114.94"
"IRM","36.53","0.0093","0.9127","34.20","35.41","37.32","30.22","0.0797","1180000","2100000","0.79","6.58","0.83","1.27","1.44e+09","1.844e+10","12.80","4.36","283530000","29.22","2.43e+09","516090000","1.046e+10","375780000","935550000","0.1884","1.8118","-33.70","5.55","2.48","0.086","0.071","0.0436","0.1735","4.23e+09","14.78","0.0786","286370000","33760000","28340000","0.1179","13.1","165480000","0.58","8.14e+09","416.32","28.83"
"JEC","77","0.0052","0.9009","69.35","74.44","82.24","55.17","0.279","887670","1340000","1.36","40.98","1.58","1.98","959960000","1.253e+10","13.05","0.77","138900000","13.30","2.83e+09","103060000","1.074e+10","261530000","209560000","0.0467","0.3164","1.11","1.88","0.66","0.0175","0.729","0.0371","0.0468","1.628e+10","114.64","0.0786","139520000","6180000","5100000","0.0443","3.95","886710000","6.36","2.67e+09","45.75","38.91"
"JBHT","106.68","0.2038","0.7354","105.10","103.21","131.74","88.38","-0.1257","808900","965820","1.19","19.33","1.11","4.43","1.12e+09","1.253e+10","11.22","1.46","86480000","15.48","1.46e+09","-103480000","1.16e+10","489580000","1.09e+09","0.0791","0.2167","1.20","5.52","1.35","0.0568","0.165","0.0891","0.2485","8.61e+09","78.76","0.0786","108740000","3520000","3040000","0.0323","3.66","7600000","0.07","1.15e+09","54.91","24.08"
"SJM","118.34","0.0453","0.8053","105.37","110.21","122.11","91.32","-0.0123","889010","1160000","0.70","70.49","0.95","5.52","1.65e+09","1.951e+10","11.83","2.53","109260000","14.22","2.84e+09","782760000","1.346e+10","628800000","1.18e+09","0.1574","0.5906","4.34","1.68","1.74","0.0815","0.057","0.047","0.0795","7.72e+09","67.84","0.0786","113750000","6670000","7350000","0.0587","4.09","206500000","1.82","6.13e+09","76.38","21.43"
"JNJ","135.98","7e-04","0.6923","136.84","137.52","148.99","118.62","0.0262","4930000","6690000","0.69","22.44","1.47","5.61","2.834e+10","3.7277e+11","13.16","4.57","2.65e+09","14.88","5.459e+10","1.739e+10","3.6208e+11","1.53e+10","2.22e+10","0.2624","0.631","2.38","6.06","4.44","0.1875","0.01","0.0862","0.2551","8.158e+10","30.42","0.0786","2.66e+09","13070000","11280000","0.0049","1.93","1.984e+10","7.45","3.048e+10","51.02","24.26"
"JCI","36.08","0.0016","0.9232","33.87","36.06","40.33","28.30","0.032","6950000","4480000","1.29","22.02","1.03","2.46","4.72e+09","4.585e+10","9.71","1.45","909800000","14.49","9.38e+09","2.04e+09","3.293e+10","2.34e+09","2.75e+09","0.1153","0.4127","2.14","1.64","1.04","0.0725","0.03","0.0465","0.119","3.156e+10","34.13","0.0786","912710000","15470000","13420000","0.017","4.21","2.92e+08","0.32","1.191e+10","55.63","14.68"
"JNPR","27.8","0.0137","0.9378","27.66","26.75","30.80","23.61","0.1008","2150000","3540000","0.22","13.92","2.49","1.60","794500000","8.3e+09","10.45","1.79","344230000","13.76","2.74e+09","455840000","9.69e+09","566900000","861100000","0.1256","0.45","1.17","2.00","2.09","0.122","-0.047","0.038","0.1193","4.65e+09","13.32","0.0786","348740000","17570000","17620000","0.0505","4.7","3.57e+09","10.26","2.2e+09","45.59","17.38"
"KSU","118.38","0.0051","0.8538","105.83","114.07","120.34","90.55","0.0465","702470","1200000","1.10","47.65","1.42","6.13","1.32e+09","1.474e+10","11.21","5.43","100360000","15.45","1.3e+09","144600000","1.191e+10","627200000","945700000","0.3568","0.2349","1.28","2.48","4.39","0.2312","0.051","0.0648","0.1259","2.71e+09","26.65","0.0786","100580000","2020000","2160000","0.02","1.68","100500000","1","2.69e+09","52.40","19.31"
"K","57.57","0.0069","0.8912","60.61","55.83","74.98","53.14","-0.1015","1970000","2880000","0.70","7.56","0.70","3.83","2.4e+09","2.893e+10","12.03","2.13","275230000","13.58","4.83e+09","1.02e+09","1.979e+10","1.34e+09","1.54e+09","0.1394","0.5744","7.60","7.61","1.46","0.0986","0.041","0.0692","0.5021","1.355e+10","39.04","0.0786","343720000","18170000","14810000","0.0529","5.61","3.21e+08","0.93","8.89e+09","281.51","15.03"
"KEYS","91.84","0.0044","0.9121","70.24","86.66","92.00","50.59","0.6983","1210000","1800000","1.14","14.16","1.82","0.96","8.36e+08","1.796e+10","21.48","4.44","187320000","20.83","2.13e+09","399380000","1.726e+10","1.85e+08","6.24e+08","0.1305","0","1.16","6.49","4.27","0.0457","0.202","0.0549","0.072","4.05e+09","21.64","0.0786","187990000","2930000","3260000","0.0156","1.44","1.1e+09","5.84","1.79e+09","67.34","95.57"
"KIM","18.24","0.0285","0.8961","16.56","17.92","18.64","13.16","0.3097","2950000","3730000","0.73","12.66","1.13","1.02","725750000","1.253e+10","17.27","10.76","400620000","26.43","836200000","472350000","7.71e+09","429710000","637940000","0.374","1.098","5.93","1.44","6.62","0.4274","-0.098","0.0239","0.0909","1.16e+09","2.77","0.0786","4.22e+08","22290000","19270000","0.0528","6.27","143580000","0.34","4.87e+09","89.68","17.88"
"KMI","19.82","0.1345","0.65","17.93","19.88","20.44","14.62","0.2704","10190000","15210000","1.16","14.89","0.76","0.67","6.28e+09","8.076e+10","12.87","5.71","1.94e+09","18.18","7.2e+09","1.5e+09","4.486e+10","1.47e+09","5.04e+09","0.2758","1.0985","3.14","1.33","3.17","0.1138","0.041","0.0309","0.0546","1.414e+10","6.38","0.0786","2.26e+09","45420000","46610000","0.0234","3.24","3.29e+09","1.45","3.744e+10","106.37","29.80"
"KLAC","123.43","0.0026","0.9561","101.92","119.20","125.50","80.65","0.1292","1080000","1580000","1.39","10.56","3.03","9.13","1.75e+09","1.815e+10","10.38","4.22","151090000","13.10","2.59e+09","898760000","2.02e+10","1.42e+09","1.39e+09","0.3915","0.3111","1.42","11.69","4.69","0.3301","0.148","0.1913","1.0064","4.3e+09","27.80","0.0786","163660000","6090000","6320000","0.0372","2.91","2.69e+09","17.8","2.24e+09","140.11","13.52"
"KSS","69.73","0.0138","1.1105","69.33","69.31","83.28","57.89","0.1303","2520000","3090000","0.66","33.91","1.77","4.84","2.4e+09","1.401e+10","5.85","0.69","161940000","11.12","8.03e+09","1.41e+09","1.138e+10","8.01e+08","2.11e+09","0.0708","0.5041","1.14","2.06","0.56","0.0396","-0.033","0.0693","0.1463","2.023e+10","123.35","0.0786","163170000","27070000","26140000","0.1659","7.01","9.34e+08","5.72","3.5e+09","63.31","14.41"
"KR","25.67","0.007","0.8452","27.97","25.46","32.74","23.52","0.065","9610000","8470000","0.89","9.88","0.76","3.76","5.22e+09","3.53e+10","6.76","0.29","791830000","10.79","2.702e+10","1.89e+09","2.049e+10","3.08e+09","4.16e+09","0.0221","0.141","1.92","2.60","0.17","0.0257","-0.095","0.0444","0.4176","1.2116e+11","149.58","0.0786","798330000","34040000","44960000","0.0427","2.92","4.29e+08","0.54","1.523e+10","194.37","6.83"
"LLL","217.06","0.0059","0.8321","196.84","209.03","223.73","158.76","0.0051","434800","540210","1.29","74.10","1.97","12.62","1.34e+09","1.933e+10","14.38","1.89","78890000","17.08","2.71e+09","765880000","1.722e+10","8e+08","1.03e+09","0.1077","0.3184","1.96","2.93","1.68","0.0981","0.077","0.0525","0.1485","1.024e+10","130.50","0.0786","79310000","2820000","2940000","0.0356","5.21","1.07e+09","13.43","3.36e+09","56.90","17.19"
"LH","157.45","0.0059","0.9413","150.80","152.67","190.36","119.38","-0.0518","512760","754790","1.21","70.49","1.51","8.61","1.91e+09","2.122e+10","11.13","1.87","98010000","13.10","3.18e+09","1.12e+09","1.554e+10","883700000","1.31e+09","0.128","0","1.93","2.23","1.37","0.078","0.016","0.0552","0.128","1.133e+10","111.77","0.0786","98680000","2640000","2440000","0.0268","3.65","426800000","4.33","6.06e+09","86.73","18.29"
"LRCX","194.08","0.0045","0.9191","157.43","180.43","212.85","122.64","-0.0601","1650000","2550000","1.41","37.57","3.39","17.00","3.4e+09","2.757e+10","8.12","2.54","151910000","13.18","5.17e+09","1.8e+09","2.962e+10","2.9e+09","3.13e+09","0.2822","0.227","-6.96","5.17","2.72","0.267","-0.023","0.1619","0.4866","1.087e+10","68.59","0.0786","152590000","8710000","10570000","0.0571","3.72","3.64e+09","23.83","2.02e+09","34.88","11.42"
"LEG","43.25","0.0102","0.8112","40.30","43.46","46.71","33.48","-0.0348","986780","1090000","1.14","8.87","1.87","2.26","573800000","6.57e+09","11.44","1.54","129640000","15.34","888700000","230560000","5.68e+09","305900000","440300000","0.1052","0.6637","3.27","4.88","1.33","0.0716","0.063","0.0809","0.2607","4.27e+09","31.79","0.0786","131220000","13150000","10530000","0.1003","8.2","268100000","2.05","1.17e+09","100.99","19.14"
"LLY","123.06","0.0012","0.8146","117.11","126.75","132.13","77.09","0.562","4720000","16720000","0.54","9.76","1.73","3.13","7.87e+09","1.3319e+11","16.92","5.42","908640000","18.65","1.816e+10","1.42e+09","1.1947e+11","3.23e+09","5.52e+09","0.2618","0.7188","2.61","12.61","4.87","0.1316","0.045","0.0904","0.2863","2.456e+10","23.89","0.0786","970820000","133360000","35270000","0.1374","3.51","8.16e+09","7.88","1.285e+10","117.77","39.32"
"LNC","64.91","0.0056","0.8615","60.42","61.55","74.17","48.07","-0.0871","1260000","1760000","1.93","69.71","10.97","7.39","2.35e+09","1.525e+10","6.50","0.93","203100000","6.32","2.26e+09","-2.013e+10","1.326e+10","1.64e+09","1.94e+09","0.1427","0.1784","0.65","0.93","0.81","0.0999","0.235","0.005","0.1036","1.642e+10","76.06","0.0786","204290000","3940000","3370000","0.0193","2.48","4.3e+09","21.02","6.49e+09","45.21","8.78"
"LKQ","30.82","0.0077","0.9621","27.36","28.53","39.51","22.74","-0.2131","1840000","2640000","1.56","15.13","2.67","1.52","1.24e+09","1.364e+10","10.99","1.15","312090000","11.54","4.57e+09","292640000","9.69e+09","484520000","710740000","0.0798","0","0.38","2.04","0.82","0.0404","0.216","0.057","0.1078","1.188e+10","37.77","0.0786","314530000","10650000","10600000","0.0339","3.27","331760000","1.05","4.35e+09","89.93","20.28"
"L","49.28","0.6962","0.2605","47.35","47.93","53.04","42.06","-0.0376","775330","1110000","0.62","59.34","0.47","1.99","2.35e+09","2.51e+10","10.69","1.78","267360000","14.08","6.24e+09","2.06e+09","1.534e+10","6.36e+08","4.22e+09","0.102","0.1256","0.68","0.83","1.09","0.0452","-0.075","0.0114","0.0307","1.407e+10","44.09","0.0786","311300000","4940000","4400000","0.0159","3.97","4.43e+09","14.23","1.138e+10","53.19","24.76"
"LOW","116.26","0.0017","0.7723","99.52","106.55","117.70","81.16","0.3378","3670000","4680000","1.43","4.55","0.98","2.84","7.54e+09","1.0713e+11","14.22","1.50","794500000","16.61","2.291e+10","4.33e+09","9.253e+10","2.31e+09","6.19e+09","0.0853","0.6514","1.19","25.56","1.30","0.0324","0.01","0.1089","0.4863","7.131e+10","87.93","0.0786","795920000","12520000","10720000","0.0156","2.49","7.29e+08","0.92","1.622e+10","445.20","40.94"
"MAC","43.52","0.0048","1.0423","46.83","43.26","60.95","40.90","-0.2553","671540","1180000","1.13","20.89","0.30","0.42","642630000","1.158e+10","18.02","11.25","117170000","108.80","661490000","459540000","6.6e+09","58910000","344310000","0.3009","7.0714","732.67","2.08","6.41","0.0583","-0.057","0.0208","0.0193","1.03e+09","7.30","0.0786","141160000","11040000","10070000","0.0782","9.83","102710000","0.73","5.37e+09","168.28","104.36"
"M","24.28","0.003","0.9526","29.00","24.29","41.99","22.73","-0.1538","9070000","9280000","0.31","20.93","1.42","3.56","2.2e+09","1.125e+10","5.12","0.44","306870000","8.23","1.052e+10","836370000","7.48e+09","1.11e+09","1.74e+09","0.0595","0.4242","-1.42","1.16","0.29","0.043","-0.023","0.0494","0.1805","2.574e+10","83.65","0.0786","308260000","44920000","40820000","0.1461","4.19","1.16e+09","3.78","4.93e+09","76.62","6.82"
"MRO","17.76","0.003","0.8375","17.25","17.08","24.20","12.57","-0.055","9100000","11800000","1.70","14.81","1.59","1.29","3.83e+09","1.811e+10","4.72","3.10","815650000","22.20","4.63e+09","950120000","1.454e+10","1.1e+09","3.23e+09","0.1898","0.155","1.02","1.20","2.49","0.1875","-0.092","0.032","0.092","5.84e+09","6.91","0.0786","818500000","21010000","13440000","0.0257","1.82","1.46e+09","1.79","5.5e+09","45.34","13.77"
"MPC","61.59","0.6495","0","65.73","61.45","88.45","54.29","-0.1859","7180000","6350000","1.08","51.73","1.36","5.28","7.66e+09","7.823e+10","10.21","0.81","670500000","6.75","1.064e+10","-1.37e+09","4.143e+10","2.78e+09","6.16e+09","0.0534","0.3485","1.09","1.19","0.43","0.0288","0.532","0.0455","0.1078","9.671e+10","186.69","0.0786","672650000","10160000","7900000","0.0151","1.67","1.69e+09","2.5","2.752e+10","61.09","11.66"
"MAR","134.65","0.1845","0.6822","117.75","126.24","142.19","100.62","-0.0016","1700000","2050000","1.14","6.56","0.42","5.38","2.89e+09","5.429e+10","18.80","10.41","294910000","19.35","1.945e+10","1.52e+09","4.534e+10","1.91e+09","2.36e+09","0.4834","0.29","1.20","20.52","8.69","0.3657","0.012","0.0663","0.6568","5.22e+09","14.90","0.0786","336690000","6080000","6310000","0.0179","3.55","3.16e+08","0.93","9.35e+09","420.09","25.03"
"MMC","94.67","0.002","0.8847","86.42","92.72","95.43","74.30","0.1198","1200000","1650000","0.76","14.91","1.21","3.23","3.47e+09","5.265e+10","15.17","3.52","504110000","18.49","6.56e+09","2.15e+09","4.805e+10","1.65e+09","2.43e+09","0.1991","0.4892","2.25","6.35","3.21","0.1104","0.007","0.0886","0.2223","1.495e+10","29.55","0.0786","507560000","5680000","5530000","0.0113","3.38","1.07e+09","2.11","5.82e+09","76.79","29.31"
"MLM","212.16","0.0072","1.142","183.85","197.81","232.89","150.75","0.041","447160","715650","0.91","79.12","1.74","7.43","1.05e+09","1.601e+10","15.26","4.02","62040000","20.03","989280000","139700000","1.325e+10","469190000","705150000","0.1773","0.2476","1.58","2.68","3.33","0.1181","0.048","0.0476","0.0977","3.98e+09","63.29","0.0786","62430000","3190000","3190000","0.051","4.74","44890000","0.72","3.12e+09","63.05","28.55"
"MA","238.83","0.1117","0.78","209.31","231.01","240.93","170.65","0.3576","2610000","3360000","1.01","5.24","1.39","5.60","8.9e+09","2.4307e+11","27.32","16.26","1.01e+09","26.74","1.495e+10","7.06e+09","2.4502e+11","5.86e+09","6.22e+09","0.5644","0.1786","1.50","45.61","16.39","0.3919","0.149","0.2283","1.0598","1.495e+10","14.36","0.0786","1.01e+09","6540000","7110000","0.0064","2.19","8.38e+09","8.17","6.33e+09","115.39","42.65"
"MKC","153.86","7e-04","0.8948","140.09","143.37","156.00","99.53","0.4361","1130000","1370000","-0.00","25.23","0.78","4.93","1.09e+09","2.498e+10","22.89","4.61","129620000","27.14","2.37e+09","630840000","2.031e+10","658800000","945300000","0.1753","0.432","3.33","6.10","3.74","0.1214","0.013","0.0577","0.2054","5.42e+09","41.18","0.0786","122450000","10020000","9300000","0.0758","6.66","102400000","0.78","4.74e+09","141.69","31.18"
"MXIM","59.3","0.0073","1.0002","53.38","54.87","63.68","46.64","-0.0022","1280000","2e+06","1.30","6.41","6.54","2.53","1e+09","1.524e+10","15.24","6.10","271630000","22.81","1.63e+09","647360000","1.621e+10","717110000","801320000","0.3483","0.6957","1.78","9.25","6.49","0.2872","-0.073","0.1286","0.3834","2.5e+09","8.96","0.0786","273400000","9140000","10870000","0.0334","4.09","1.96e+09","7.17","991870000","56.50","23.40"
"MDT","86.75","6e-04","0.8421","91.52","90.87","100.15","78.29","0.0868","6120000","5620000","0.69","37.17","2.36","3.54","9.68e+09","1.3235e+11","13.68","4.33","1.34e+09","15.95","2.098e+10","5.51e+09","1.1634e+11","4.83e+09","5.96e+09","0.2298","0.5429","2.19","2.33","3.81","0.1579","0.024","0.0476","0.0965","3.056e+10","22.64","0.0786","1.34e+09","7300000","9290000","0.0054","1.19","9.15e+09","6.82","2.504e+10","50.14","24.50"
"MRK","79.43","8e-04","0.7828","76.43","81.54","83.85","56.26","0.3613","9460000","10520000","0.37","10.30","1.16","2.32","1.31e+10","2.2154e+11","16.92","5.24","2.58e+09","15.16","2.881e+10","7.73e+09","2.0503e+11","6.22e+09","1.092e+10","0.2027","0.8578","1.67","7.71","4.85","0.1471","0.054","0.0629","0.2016","4.229e+10","15.88","0.0786","2.58e+09","38680000","40590000","0.015","3.75","8.86e+09","3.43","2.519e+10","93.72","34.24"
"MET","45.86","0.6188","0","43.72","44.36","48.92","37.76","-0.0445","4410000","5670000","0.97","55.02","1.11","4.91","7.82e+09","1.1148e+11","14.26","1.64","808670000","7.59","2.036e+10","2.38e+09","4.39e+10","4.98e+09","1.174e+10","0.1099","0.3381","0.84","0.83","0.65","0.0754","-0.01","0.0066","0.0917","6.792e+10","67.52","0.0786","957270000","13710000","12200000","0.0143","2.19","2.46e+10","25.7","9.251e+10","174.69","9.34"
"MTD","742.35","0.023","0.985","623.55","708.98","750.00","500.74","0.2978","100270","126260","1.50","23.68","1.42","19.88","740870000","1.922e+10","25.95","6.55","24340000","29.35","1.68e+09","373770000","1.844e+10","512610000","5.65e+08","0.2348","0","2.67","31.35","6.28","0.1746","0.051","0.1667","0.9014","2.94e+09","116.42","0.0786","24840000","727410","706880","0.0293","5.59","178110000","7.18","1.03e+09","175.35","37.34"
"MGM","27.35","0.0745","0.8156","26.80","26.62","36.80","21.62","-0.2252","5030000","7400000","1.10","12.35","0.86","0.81","2.51e+09","3.214e+10","12.81","2.84","470240000","15.90","4.84e+09","-45070000","1.468e+10","445450000","1.72e+09","0.1174","0.5926","0.56","2.22","1.30","0.0412","0.178","0.028","0.0524","1.134e+10","20.83","0.0786","536920000","17080000","17390000","0.0318","2.36","1.53e+09","2.84","1.514e+10","143.20","33.77"
"MCHP","95.36","0.0219","1.1758","77.81","87.54","104.20","60.70","0.0898","2550000","2730000","1.32","21.78","2.92","1.32","1.56e+09","3.27e+10","20.94","6.51","231820000","14.17","2.42e+09","642100000","2.26e+10","327900000","1.63e+09","0.1527","1.1023","1.20","4.38","4.50","0.0653","0.383","0.0365","0.0786","5.02e+09","21.32","0.0786","236970000","37310000","38470000","0.1575","17.41","436200000","1.84","1.054e+10","204.26","72.41"
